customer_id,name,email,age,gender,annual_income,total_purchases,avg_purchase_value,days_since_last_purchase,customer_satisfaction,churn
462e872b-6aa4-4382-aec4-24bcfb14682e,Edward Castillo,powersrobert@example.com,61,Male,53650,12,123.97,38,5,0
a40387c9-5200-4baf-9b58-69b7db477d83,Michael Phillips,bharper@example.com,47,Female,46381,8,122.76,11,5,0
00deb3e1-0435-4950-9dcd-050659d063c0,Amy Nelson,athompson@example.com,55,Female,55280,13,79.84,70,2,0
173a597f-a87d-4407-a0dc-4a58f9bec08e,James Benjamin,griffithtiffany@example.net,19,Female,31226,8,76.8,4,1,1
ce326855-c746-448d-94dc-7d281aa93301,Margaret Wood,afoster@example.net,38,Female,71656,12,39.19,5,4,0
99dc3507-3c49-442b-8037-229a52af67bc,Anne Bennett,gordondaniel@example.net,50,Female,48767,11,86.02,20,5,1
a57f6b8b-93e8-4da8-a36a-b3fe5f90e087,Ronald Morris,garciakaitlyn@example.org,29,Male,66759,14,37.91,2,4,0
476441b9-c6ab-492a-9b07-af70b478aae8,Jesse Garcia,smithjames@example.org,39,Female,55140,5,157.99,6,2,0
09390b0e-56d2-4c22-a593-f3bde4d76877,Nicholas Banks,mooreanthony@example.com,61,Male,56851,4,193.93,86,4,1
447cef11-f2bd-42a3-8857-a8c71d6d66ad,Marcus Ross,williamsmatthew@example.org,42,Male,58546,9,194.61,112,2,0
5221e38b-51d9-43b1-b948-a8d5830914f3,Breanna Harris,james18@example.net,44,Female,56715,8,175.71,14,1,0
c4c27e05-d58f-45b4-ad9b-389e55f85aaa,Michelle Lee DDS,aosborn@example.net,59,Female,59640,10,128.14,77,2,1
016213ec-7c97-4dd8-a4da-26d466a73605,Justin Blackburn,anna41@example.net,45,Male,69937,4,146.16,23,2,0
17352835-4881-4c60-a715-51c608f6419e,Christopher Fuller,morgannorma@example.org,33,Male,52947,3,71.34,9,5,1
15d121fa-24be-42cb-95fd-0202308d025b,Joseph Brown,jessica27@example.net,32,Male,60635,9,133.54,36,4,1
3b4bcb15-7e67-4d98-a75c-9c7e21535843,Jeffrey Fletcher,christian07@example.net,64,Female,48653,7,102.02,32,5,0
ead74846-37b8-4acc-ae94-0e3cba5f6451,John Davis,cranechristine@example.com,61,Female,71601,9,106.76,135,3,0
3d4ddb27-d792-4019-a524-1350ce9ab50a,Nicole Mann,leejeremy@example.org,20,Female,39854,8,156.4,9,2,0
3e474fd0-d621-4838-a39b-0d2289eceda6,Christina Burns,haneycolleen@example.com,54,Female,77014,7,70.75,33,3,0
b5e6a205-585a-4113-8f2a-07e50cc506a2,Anna Garcia,smithmatthew@example.com,24,Female,49397,9,77.25,1,5,1
4bb83972-0e3d-4351-90fc-b2236f8e122b,Tiffany Williams,alivingston@example.org,38,Male,28538,6,186.44,3,4,1
0a648787-cfbf-4c33-b955-2350dc64fbcc,Justin Huynh MD,cochrankaren@example.com,26,Female,51921,10,30.12,0,5,0
06f08be3-3079-40bd-9af9-ef56f82f1517,Heather Hurley,amy13@example.com,56,Male,39784,11,107.41,225,4,0
9bd97519-f4d9-4dee-99cb-d6ea80513117,Brittany Miller,ccarrillo@example.org,35,Male,62609,7,184.3,48,4,0
66ad0a40-1c7c-47b1-bca8-ad305ddf827d,Brian Williams,kevin64@example.org,21,Male,40210,10,129.87,46,1,0
be8f8b53-ed9b-49dc-8b4e-face97f51980,Gregory Whitaker,cathywilliams@example.net,42,Female,43307,6,118.35,21,2,1
1c6d1793-eb11-4b7f-b2b8-44a116e2f47f,Jacob Haynes,michaelwilliams@example.net,31,Female,21656,8,64.95,10,5,0
fe788eb0-3acd-4390-9807-9944d7f777f4,Kendra Scott,krobinson@example.com,26,Female,43215,8,81.79,4,4,1
305027c5-0b38-4c27-a8e8-292e5bb2ff4e,Emily Jones,chenjames@example.com,43,Male,13641,11,173.37,10,5,0
30807e98-82c2-4f27-b0d5-7b999644e416,Kara Riley,pattersonshannon@example.org,19,Male,26241,12,120.66,14,5,1
831d276c-8848-4b36-b53f-1cd1a2f773fb,Michelle Hendricks,ybryant@example.net,37,Male,61406,3,112.65,42,4,0
febe3181-fe38-43cc-a429-bd6480a4d859,David Jones,stefanie62@example.org,45,Male,61787,12,37.92,23,3,0
ac5b6388-05cc-48cf-a0ea-528c19fb96fd,Brent Murphy,eileencrawford@example.com,64,Male,56381,14,22.89,2,2,0
feba17cc-89b9-4e87-aa5d-7f32b24f0579,William Walls,xbradley@example.org,24,Male,35495,7,193.46,0,2,1
233c04b0-c237-40ac-a94b-f33c6429d6f0,Michelle Bell,lisafoley@example.com,61,Female,49284,8,87.86,3,1,0
aad17bab-20a1-4e92-aa40-fe3d2a8a0a9d,Trevor Spencer,nhughes@example.org,25,Female,49945,9,128.58,15,1,0
52f2c8f5-13f7-4875-b27a-8796e8971b9d,Kyle Davis,christinemiller@example.net,64,Female,32624,14,34.35,81,1,0
79fe372f-6f20-4c88-b7fa-9ee82e6cea01,Tracy Mccann,kevinkennedy@example.com,52,Female,72550,9,142.96,30,2,0
5311c490-b968-4555-8577-7d515e291dcb,Jeffrey Butler,kurt95@example.org,31,Male,63160,5,187.86,48,3,0
ef12b50c-08ce-4c21-b1bc-2b8f05315662,William Mathews,jeremiah41@example.com,34,Male,46685,10,123.62,18,2,1
596578eb-f0f8-4df8-8427-c7554c0042e7,Monique Abbott,lparker@example.com,53,Female,50403,11,42.7,13,2,0
f85b6deb-9b97-4295-b7f8-5d7a238a74b2,Emily Cross,woodmelissa@example.net,57,Male,53125,12,124.71,3,2,0
57e59a45-df14-4162-9e80-81667d333cb6,Omar Shah,douglas77@example.org,21,Female,19373,17,157.94,62,2,0
9100b77f-3daa-489e-a0df-67675dc80118,Cheyenne Miller,qwatson@example.net,19,Female,46292,8,93.15,45,3,0
8378fa6f-3c62-4925-97bc-9b53b16a4a5d,Allison Smith,jonescolleen@example.net,23,Female,39770,13,178.37,5,1,0
fe5ac431-fd85-460b-be24-ded5baa5450f,Jerome Williams,jwhitney@example.org,59,Male,34975,3,136.76,21,5,0
8519e617-b2e1-4465-9144-ce8699e39622,Maria Johnson,richard71@example.com,21,Female,45783,17,181.86,20,1,0
3e160572-7e10-4639-9e01-a637e7465a5e,Melissa Harrell,valeriesullivan@example.net,46,Female,76965,9,132.23,29,1,0
d95cbcb8-aef3-4630-8e1c-704690946425,Marissa Jones,vnewton@example.com,35,Female,59612,7,43.63,87,5,1
f4a63c16-fb37-4138-b099-f8fa908d6ef0,Alan Green,ashleybeck@example.org,43,Male,41432,9,75.74,26,2,0
83341b8b-dd07-443c-87c6-9d7dd2cadf16,Brian Flores,cwright@example.org,61,Male,58588,13,56.32,23,3,1
e7d55c26-5658-4375-b171-14cc00037160,Michele Michael,wwarren@example.org,51,Female,70990,7,183.59,1,3,0
144f3fd6-4dae-4d77-aaef-644aa2262183,Jennifer Jennings,matthewwright@example.net,27,Male,63869,10,156.87,1,1,0
5891d4da-9236-490a-a566-617b682d0b22,Jason Hurst,richardsian@example.com,53,Male,50894,7,141.75,6,5,0
605fc56a-d62a-44a4-b32e-c7dba094d64a,Lawrence Lewis,anthony33@example.net,31,Male,40295,11,74.17,0,4,0
9be9cab7-9696-42aa-98e7-4529f1e7be23,Patrick Stone,imoore@example.net,48,Male,60473,6,53.13,40,2,1
fd726ae6-008c-4971-9e6e-cfa426c7dd97,David Thomas,hernandezheather@example.com,32,Male,55902,12,156.16,38,1,1
58ac02bc-c17f-4bd8-8ea5-2b1b29f7e84c,Shawn Richardson,wharrison@example.com,25,Male,63427,11,105.35,4,3,0
535fa131-ff3a-4ea1-9831-d35f00bff2d1,Matthew Brown,savannah76@example.com,31,Male,59527,12,60.64,54,5,0
bcf2346e-d5f6-4543-9d34-bb912d1b9d74,Manuel Peterson,rogersrobert@example.org,40,Male,65743,15,130.99,5,5,0
5f780dd6-de47-40e9-9d42-7bdc416ffc3e,Debbie Chen,jamesvelazquez@example.org,57,Male,41971,9,27.26,10,1,0
f11594be-59e1-49ca-9502-d9bb5886085c,Christopher Oneal,stevenlewis@example.com,38,Male,69760,5,78.71,8,4,0
e45ad341-c88a-437e-a352-83ab99501a06,Sarah Velasquez,coreykirby@example.org,33,Female,52963,8,104.34,13,3,1
554a1c1a-ec32-409c-9025-1b43306b580a,Emily Henderson,robertsonmadison@example.com,62,Female,81128,8,46.63,8,1,1
5c77dd33-323e-4974-b48b-e75fbe096a58,Cory Smith,cadams@example.net,35,Male,39662,6,197.24,20,4,1
504a7a75-14e6-49b7-9b3b-de1661d23952,Samuel Rivera,jennifer68@example.net,64,Female,76039,10,57.64,15,5,1
d7099725-4c4e-4ee9-8a9f-52bace0d1f15,Thomas Delgado,jessica56@example.net,41,Female,52968,10,43.46,129,2,0
ae312743-6fb4-45d7-9fc0-bd786e2e631b,Steven Brown,bellrobert@example.com,43,Male,40228,18,56.64,1,3,0
186c9145-5883-4c7b-bbd5-c7c263dc2d67,Shawn Wright,lmejia@example.org,42,Male,42741,12,158.43,4,3,0
bd2abc85-baa0-4893-a9d7-e989e90de061,Nicole Miller,flynnbradley@example.com,62,Male,45194,6,96.59,1,4,0
62354150-a62f-470c-9c68-0089081c8da3,David Price,frenchmichelle@example.net,58,Female,56362,6,121.77,29,1,0
15edba53-8bb0-4ad2-b2ad-9165c4146418,Danielle Dodson,robert93@example.com,46,Female,57842,13,23.78,1,5,1
907ce6d2-bb28-4399-843f-58b7894870b6,Joel Sanders,sharpcharles@example.org,32,Male,41394,8,26.2,54,4,1
5508121b-2a80-49b3-bd10-f680770a8c58,Megan Ramsey,meyersteresa@example.com,62,Male,49634,14,100.25,21,2,1
f57f73ec-7f8e-4bcf-b350-ad75b81ab24e,Teresa Henry,patriciajacobs@example.com,18,Male,82134,13,167.0,22,2,1
4115630b-37b7-444b-b0be-49f187cfed6d,Robert Johnson,mccormicksheila@example.net,42,Female,75913,9,179.34,24,2,1
f5528a7d-b388-4839-bf3f-463b1e574399,Rachel Rosario,timothycoleman@example.org,24,Female,56544,4,35.61,5,4,0
0adadb14-b4d3-47c1-a6c9-4d1fee1600e8,Andrew Jones,jhampton@example.org,26,Female,50570,7,116.91,6,5,1
cd2b7803-b0f7-4665-889e-bf598b2d8e50,Keith Moore,tracybuchanan@example.net,41,Female,51800,12,184.38,11,3,0
aab8cdea-7755-4f09-95d8-a35185cb1076,Michael Bentley,thompsonrobert@example.org,18,Male,59202,16,89.84,27,1,0
1d24c0f7-f019-44cc-812b-2736320e85d9,Tina Young,christopher55@example.org,61,Male,34658,18,169.32,7,3,1
321b1b59-a626-4bd2-bd86-d480bcfa8ff3,Ann Mitchell,toni23@example.net,25,Male,46139,9,44.07,3,5,1
3fb70627-ef60-42c8-b2c8-6b4658baf940,Eileen Murray,michael38@example.org,41,Male,24971,7,188.37,105,3,0
6c0faffc-c697-4764-913b-7fc133ca4f70,Stephanie Lee,beverlymaldonado@example.com,28,Female,55988,11,155.26,0,4,0
77f70ae7-70a0-4bcc-aba6-c5b6c30efcf1,John Hartman,paul02@example.org,34,Female,59707,11,189.44,48,2,0
cd7a1c37-0b70-4e22-bbf8-d14c06c6b484,Tyler Thomas,cummingslori@example.org,25,Male,42752,13,141.79,46,5,0
5d87c1c8-01b3-4dbe-a9d9-4d96a05f3e3e,Peter Parks,jeremy84@example.org,52,Male,73609,9,85.41,10,5,1
09048a90-4129-49a6-b884-171996b25a2d,Robert Morrison,lopezmichelle@example.org,52,Female,31613,7,188.87,4,3,0
d78d7d35-222e-44db-bc41-a9b38d34a360,Carrie Miranda,johnsonveronica@example.net,50,Male,28034,15,69.6,4,4,0
599fa1f2-4620-421e-a554-0115b6a19335,Casey Morales,justinhall@example.com,22,Female,53366,10,79.79,35,3,0
68dbca7b-2f8e-485b-be3a-a4e971a566ea,Gabriel Taylor,bestanna@example.com,59,Male,65706,12,146.15,30,3,0
f6c9eced-dbbf-4f3d-818a-8b6e7427a0b1,Daniel James,ythomas@example.net,56,Male,75258,6,157.76,45,5,0
d78528a0-749e-4f7d-8590-aeee286981ce,Heather Anderson,aaron03@example.org,58,Male,43116,11,187.29,83,3,1
2aa022e8-c12e-426a-a294-2031dbc8b2a2,Mrs. Whitney Douglas,pblair@example.com,45,Male,66180,10,56.86,35,2,0
b3e72564-98c6-4800-aefc-4f03672c798a,Richard Salazar,sarah84@example.org,24,Male,49422,10,163.64,5,3,0
de8d964f-59b0-44f5-a1ed-237bc3a22923,Carrie Rodriguez,jason91@example.com,26,Male,47410,4,152.94,8,2,0
fd1f06b4-33fa-4efa-9c2b-899154dc4d28,Tony Wilson,owilkerson@example.net,25,Male,63254,13,31.48,55,5,0
459a93a7-9fdb-44e1-b452-86fa8578590b,Leah Garner,robert96@example.org,29,Female,59784,10,89.7,7,4,1
e6a1a2b6-77b4-4430-a429-a3ccd43c96ca,Joseph Cameron,howardchristopher@example.com,51,Female,26354,9,70.9,2,2,0
28e72061-605e-479b-92e4-b1ad0f779d43,Brandon Smith,sullivankara@example.net,50,Female,72148,14,74.81,36,4,1
e422060a-62b7-4776-90ee-4559bfb0cc51,Mr. Robert Calderon MD,richardglenn@example.com,40,Female,70701,18,196.93,15,4,0
87091955-8a0b-4672-aa34-5a08bf287348,Ryan Shields,malik89@example.com,41,Female,40616,11,135.7,75,2,0
ba42bee4-1cda-4920-83e7-66522e4026ce,Laura Jones,elizabeth63@example.com,54,Male,55937,9,149.18,31,5,0
3aea7c11-6173-4e78-90e5-36c85eae1c1f,Matthew Williams,pburnett@example.com,52,Male,57410,16,195.79,2,1,0
d6e4bc03-3f7f-427f-9db2-e8893be4f3ac,Amy Lin,waynegonzalez@example.org,61,Female,53910,13,87.9,88,4,1
a6a1b019-5206-4618-83af-1d578468aad4,Michele Norris,pcortez@example.net,57,Male,41745,10,164.33,8,4,0
0a8ec870-00c9-419a-90bd-4c0c05cb2f98,Jose Newman,andersonjoe@example.org,39,Female,39925,7,98.22,12,5,0
e33ed395-9ef3-4421-9f39-0d19904e98db,Jeffrey Rhodes,jhamilton@example.com,44,Female,49616,12,176.52,15,5,0
adb0a5da-a0e8-41f0-ad68-ad59af362b4f,Christina Johnson,richjoshua@example.com,52,Male,67590,11,52.52,1,3,0
85f9a74c-b15a-4dab-80e0-0e3325edf2ef,Tammy Bean,leonthomas@example.org,18,Male,58154,10,190.58,20,5,1
50c4ca49-8ddc-4f2e-8050-9a80811d6148,Judy Anderson,wjohnson@example.org,52,Male,44440,16,59.38,3,4,0
a11dbfe7-b15b-4b0c-a4e1-10197f05c35a,Jason Cox,randallmandy@example.com,54,Female,61575,11,78.72,15,2,0
8bb956e1-0ec7-4b89-bd6e-caf0d8184cae,Angela Powell,reedpatricia@example.com,64,Male,7271,8,156.11,12,1,1
2b525c91-c95f-4e6b-992e-c586c24b6f01,Mason Porter,gloriareynolds@example.org,31,Female,67231,12,90.88,44,3,0
ba172b01-afb9-48be-8a56-b3f2ab975df7,Nicole Stanton,cooksamuel@example.com,20,Female,23904,9,129.48,48,2,0
345429ef-39e6-47cd-9e7c-c6f2da1f7d36,Miss Heather Austin,danny18@example.org,18,Female,44563,10,100.02,4,1,0
2e2791e0-9f80-433c-8bd4-773cf283995d,Brenda Santiago,wsimmons@example.com,22,Male,33204,5,153.63,13,1,1
d076f438-1cbb-493d-8c92-176aef0435db,Meagan Murray,nicole17@example.com,43,Male,30579,9,61.1,14,1,1
2acbef6d-e741-4b18-b5c4-fef37c0bbe86,Gina Hoffman,dawsonjason@example.com,31,Female,67412,13,30.52,4,2,0
2a235532-4458-4a17-8acd-ea98f4ca5518,Sabrina Anderson,joshua80@example.com,56,Male,42984,9,73.99,48,3,0
0d8bc937-e97a-40e5-860a-c9459c69bb7d,Jesse Johnson,jonathan10@example.net,44,Male,55197,11,105.38,36,3,1
49362104-3fdc-4b97-a2a5-8442a033a092,Cheryl Olson,loweryryan@example.net,26,Male,49296,13,50.24,6,1,0
000628d8-02c0-453d-abb9-17aaa4b95149,Deborah Fox,watersrebecca@example.net,32,Female,57155,11,83.86,13,2,0
3f334460-a9eb-4983-bc47-10d5f5f44aa2,Jennifer Robinson,howardbarrett@example.org,32,Female,51152,11,92.0,3,1,0
9641edbe-5798-4e0a-af46-82e6eb8f7b12,Steven Edwards,hyork@example.org,43,Male,30755,5,30.33,29,5,1
832751a2-e0cd-4de2-92e7-d0725716fb40,Matthew Henry,haley42@example.com,59,Female,64944,7,125.0,3,3,0
ade91e27-8016-4eee-a0d1-b80579b3dc87,Jesse Kim,mshannon@example.com,30,Male,42593,2,179.18,127,4,0
3c19bee6-0f85-454b-97bd-7113fc067730,Krystal Williams,pdavis@example.com,49,Male,26651,14,47.31,45,1,0
21f48f85-61b0-420a-a393-68b4a5ab7725,Jeffery Smith,cynthia52@example.net,56,Male,43578,17,127.61,14,5,0
92933423-4dd2-468e-8221-aeef57748426,Emily Hunt,dmartin@example.org,49,Male,72511,9,139.65,25,3,1
076b4247-3f90-426c-b4ff-693ddb6223a6,Anne Stone,georgehall@example.net,21,Female,62753,10,95.48,72,2,0
07a8f26c-8e39-4eb5-a187-3391ce1bc6da,Barbara Scott,acook@example.org,47,Female,44770,8,146.2,24,3,0
32736a57-e661-4986-bfdb-32b0f81fdf43,Danielle Moore,fullerrobert@example.com,54,Female,44761,15,93.93,5,2,0
eaca4a9a-2048-4def-8b5e-32e029508051,Christopher Alexander,clarknichole@example.org,40,Male,45175,13,110.83,14,2,0
4a9ad3e3-8dc8-4927-a071-a2e2f6f6d527,Lisa Schmidt,kristenstone@example.com,56,Male,81151,10,21.32,55,1,1
14c5e940-257a-484b-9036-78b7cae165f6,Zachary Proctor,allenmacdonald@example.net,62,Male,55729,11,144.51,31,1,0
bc37f6c9-429d-4a56-bb78-c9503f4483e7,Christopher Hickman,sheryl16@example.com,32,Female,56450,8,139.04,31,3,1
1774fb67-8e22-4008-ac18-81ec996ca023,Lindsey Shaw,pricelinda@example.org,60,Male,65454,7,26.91,60,5,0
f74cba8c-1ca0-4f8c-8a35-f603ee184f54,Austin Smith,lisabailey@example.com,46,Female,53581,10,86.29,67,3,0
3026f149-944f-4106-834e-9efd6213ff8e,Ruth Shaffer,vwatkins@example.net,53,Female,46114,8,196.23,75,4,0
18509d0e-969f-4a7e-a62b-543f335b500c,Colleen Davis,urobinson@example.org,30,Female,47054,13,95.73,2,2,0
4cf637d5-323c-4f50-97da-736f1e4f2f66,William Wade,echan@example.com,49,Female,48925,10,110.35,23,2,0
cad900a9-4caf-434d-bc01-9a22662f7ce8,Jessica Austin,rushchristopher@example.org,24,Female,49441,9,183.79,40,1,1
449c0c18-83b9-4b44-a022-cdd736569efb,James West,ianwilliams@example.net,39,Female,60914,6,149.11,42,5,0
604c22c8-44f1-4754-8ba8-ff8d280db065,Joseph Acosta,michelle10@example.net,45,Male,50779,10,124.77,27,1,0
a1309f89-c1ec-494d-9317-f03734402f81,Gabrielle Smith,iphillips@example.org,19,Male,60989,20,163.6,5,4,1
78348545-bf78-4e72-9a77-f8f0af309a9a,Andrea Hoover,lauracarter@example.org,59,Female,48789,8,175.59,47,3,1
e792f250-4d1b-4579-b2c0-1acb36cb712e,Robert Harris,torresjeff@example.net,62,Female,51179,7,102.24,38,3,0
64fe4a9a-8d61-4d64-9c19-a608ef8e901c,Lance Miller,stephen30@example.net,23,Male,20026,7,105.52,2,5,0
7e0f8c04-7896-4c06-8d5e-1abdc3ee1ef9,Eric Carter,thorntonjason@example.org,45,Female,63744,9,89.49,18,1,0
8e394621-e03d-4887-a82c-324b83f7bafd,Kevin Diaz,wrighttyler@example.com,45,Female,55197,8,194.01,5,1,1
115f0179-f6d6-44b3-9d67-55abc3d5ee27,Bradley Summers,jenniferdavis@example.com,61,Male,64970,13,145.49,12,4,1
c0c9a56e-970e-4ee5-b8f1-df54ab15ffe5,Christopher Wilson,donaldpineda@example.net,61,Female,6556,9,34.98,0,3,1
203dc87c-651a-4a42-8e40-15a849d62605,Travis Davidson,duffymary@example.org,37,Female,81325,13,175.33,15,1,1
ebb12fa7-66c7-494d-be5e-7ce6ec3390ad,Laura Robinson,millsjames@example.org,47,Female,47906,11,106.5,23,5,0
7e8db288-f9fb-46d9-bebf-619967b6e0a0,James Novak,esmith@example.org,28,Male,66622,12,32.38,28,3,1
fccd2da7-62f7-44fc-b05e-a7cee402179b,Jennifer Sanchez,yperez@example.net,45,Male,34401,13,118.95,32,4,0
aded2023-583e-4b60-b7fc-647382d7fb6e,Deborah Smith,howardanthony@example.com,42,Male,59191,17,95.09,54,5,0
ae9ab481-a0b3-4cd0-9d36-3ad3f7c7c10e,Thomas Prince,chapmandaniel@example.org,56,Female,34198,8,177.99,7,2,0
289ad387-8ef6-4498-99c2-eb6a31c84a2e,William Martinez Jr.,jcooper@example.org,50,Female,40643,8,56.72,3,4,1
53e1e0af-cfda-4db8-8cea-4ff96353e6a3,Alexandria Olson,jeffrey38@example.net,18,Male,78710,13,168.76,57,5,1
255754a3-1d91-4e2f-b9ea-bf4f46446aff,Brian Gutierrez,pameladunn@example.com,44,Female,47139,10,120.38,5,1,0
35aa1dfb-edbb-46b5-a49c-b39783b131c2,Jeffrey Garcia,castanedamelissa@example.com,30,Female,53261,9,29.83,110,2,1
f762ac78-1abb-4904-be0e-726b712721bb,Christina Hernandez,eclark@example.net,58,Female,63051,13,194.93,55,4,1
52e5d940-7237-463e-a6fa-a621d9f138ce,Brandon Stone,wsanders@example.net,20,Female,57435,12,112.27,20,1,0
92eabc3f-86f5-418c-ac0a-f187190a94e1,Ryan Wallace,bobby75@example.com,56,Female,52256,15,72.36,119,2,0
6859dcba-2816-423f-9f70-f94b869ab067,Elizabeth Waters,stewartadrian@example.net,23,Male,55474,8,104.49,3,3,1
33ed2eb6-6dbd-4a84-a8e6-5bcb3bbebcce,Alan Washington,whitneyveronica@example.net,25,Female,86051,7,174.41,10,1,0
9504e3b1-8719-42bc-9db5-e40903e18be1,Benjamin Hunt,jessica47@example.org,44,Male,49135,12,74.88,30,5,0
eb9c2b01-f51d-43b4-9f32-459ddea676c3,Robert Bell,freemanjeffrey@example.com,26,Female,53016,17,54.68,12,4,1
bff3d525-28c3-4fb2-adbb-33a003c535c2,Kevin Rodgers,jeremycollins@example.net,54,Male,65759,9,43.23,79,2,1
e74c33c8-67fc-4a11-8932-505cc56757e3,Elizabeth Espinoza,gary57@example.com,50,Female,66582,9,73.61,2,1,0
3ec81550-a854-4e1f-8272-6239d11a8ba7,Julie Larson,brianna50@example.net,59,Male,67805,14,160.41,23,3,1
96ed190f-872b-49d0-9ff4-c49fb6504911,Jacob Jackson,qholt@example.org,61,Female,59580,9,104.89,26,4,0
6392aa20-86d5-41f0-9ead-f3603779073b,Rhonda Bates,kellywoods@example.com,41,Male,32854,10,60.95,31,4,0
bcb733e3-cd9f-4c06-b9dd-9e7dab172fd9,Amanda Friedman,scott27@example.org,32,Female,74501,6,49.91,8,1,0
ec44d45c-33c8-4386-bb94-3d420809496e,Kathleen Morris,ahamilton@example.net,49,Male,32804,6,79.89,13,3,0
4b3c9f96-4043-4803-b13a-1c1b3a24ccc5,Cassie Johnson,susan30@example.org,49,Female,54539,8,189.19,55,2,1
d6c1a596-eaa6-4c46-b292-7655c744cc87,Joe Martin,jamie18@example.com,41,Male,38685,7,81.74,6,1,0
156c2dc8-8804-4fa6-b398-4507ded0febc,Michele Kelly,dylan03@example.com,58,Male,49037,11,197.86,52,2,0
c9fd05b9-b60d-471a-b5bc-1f41457f4316,James Barnes,jonesamanda@example.com,29,Female,54931,15,107.34,24,4,0
542107e7-e00d-4b1c-920e-2ffbf9d11344,Jeffrey Jensen,lee67@example.net,56,Female,54820,12,52.25,43,2,1
52c8571d-8d21-4a67-b439-34c2f3f0c5f0,Richard Palmer,hooverdanny@example.com,19,Male,56328,10,180.41,37,3,0
fe156be5-1723-44cb-919d-d99420692ec9,Jennifer Miller,leekatherine@example.com,20,Female,74205,8,102.86,6,5,0
2547a354-0317-408d-ac84-67f64953f76b,Keith Blair,teresa34@example.net,54,Male,56803,11,147.74,25,3,0
ecdc56ef-cc07-44ec-8336-38a04fd8b170,Mitchell Higgins,carteralexandra@example.org,34,Male,46337,12,197.07,60,2,1
3791adeb-e77d-424d-a2e5-a8d15cd4b154,John French,dwong@example.net,19,Male,64461,8,29.03,16,1,0
f8b9d6ba-8768-4999-b759-0bb6298abdd7,Michael Brown,nmunoz@example.org,19,Female,67842,12,37.41,101,4,0
7e5dc7ef-bff5-48fd-995f-e7fbb882c842,Jason Arnold,patriciastewart@example.com,45,Male,31585,12,149.68,18,5,0
f5022c38-b27b-43ad-9e18-e4e54d5300c9,Kim Thompson,ronald23@example.net,40,Male,58961,7,70.73,4,1,1
9af136b0-300b-47d5-ba74-ce79f5009840,Roberta Thomas,estradarobert@example.org,54,Female,60517,12,53.17,14,1,0
bc8151fb-3abf-42a5-aa4b-da5330d71894,Tony Casey,patrickcardenas@example.org,49,Female,45536,8,27.09,90,3,0
d436ad76-0989-453e-8bbc-30f733a175d6,Emily Watts,sherrysmith@example.net,50,Female,70635,4,23.93,11,2,0
7d6a2c42-3046-457d-8b15-639420f716f1,Ray Russell,teresalara@example.net,18,Female,47749,5,159.41,60,3,0
